date,Replicate,site,Salinity,DO_mgL,pH,Temperature,Chl_a,DOC,TDN,TOC,TN,Ammonium,NO2NO3,Nitrite,Orthophosphate,Silicate,DIN,DON,DIN_DIP,Total_Bacteria,Total_Vibrio,Vp,Va,Vv,Vc,type,HF183,cfu_mL,cfu_yel,cfu_gre,TSS,dust,dust_lag
2022-07-14,1,BO,30.65,5.18,8.52,29.2,38.06,704.9,56,1379.4,173.7,1.004,0.125,0.066,1.625,65.923,1.129,54.871,0.6947692307692308,9979659.054905808,19817.29280021088,6.720000000000001,7.083333333333334,57.47309330929157,570,Daily,0,400,360,40,209,0.17,0.2
2022-07-14,1,C2,42.31,2.11,7.75,31.5,7.36,658.7,54.8,746.2,72.5,2.739,0.203,0.057,0.147,144.568,2.9419999999999997,51.858,20.01360544217687,971516.844905258,2049.88080020424,0.336,3.541666666666667,2.9560831761607136,5.7,Daily,NA,400,260,140,18.6,0.17,0.2
2022-07-14,1,RD,36.41,6.46,7.79,27.8,4.79,98.2,16.3,147.4,41.4,1.926,0.125,0.076,0.352,0.042,2.051,14.249,5.826704545454546,251037.51604857825,24253.297907960823,0.336,3.541666666666667,2.976918145865554,5.7,Daily,NA,280,120,160,55.8,0.17,0.2
2022-07-14,2,BO,NA,NA,NA,NA,37.69,700.1,57.5,1318.3,166.9,1.109,0.128,0.071,1.692,67.304,1.237,56.263,0.7310874704491727,9866381.936675314,20980.081899743192,6.720000000000001,7.083333333333334,9.1,570,Daily,0,360,340,20,230,NA,NA
2022-07-14,2,C2,NA,NA,NA,NA,7,650.1,57.6,781.5,73.3,2.765,0.205,0.044,0.131,144.004,2.97,54.63,22.67175572519084,1017136.6206765271,2576.602848423554,0.336,3.541666666666667,1.3460170557944116,5.7,Daily,NA,100,60,40,17.2,NA,NA
2022-07-14,2,RD,NA,NA,NA,NA,4.4,100.6,9.7,205.2,15.7,1.819,0.137,0.028,0.317,0.259,1.956,7.744,6.170347003154574,220736.38230239885,24745.22637967977,0.336,3.541666666666667,2.2444020645788014,5.7,Daily,NA,340,140,200,37.6,NA,NA
2022-07-14,3,C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1046428.1818341712,3445.070274604814,0.336,8.481218230926512,0.45500000000000007,5.7,Daily,NA,300,200,100,NA,NA,NA
2022-07-14,3,RD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266537.7258367895,24431.270183766897,0.336,3.541666666666667,0.45500000000000007,5.7,Daily,NA,400,280,120,NA,NA,NA
2022-07-14,3,BO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9219645.910120554,23564.762391869823,6.720000000000001,7.083333333333334,61.519878587107435,570,Daily,0,320,280,40,NA,NA,NA
2022-07-14,4,BO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4365.5090356406845,Daily,NA,NA,NA,NA,NA,NA,NA
