Date,Time,Site,Rep,Level,Conductivity,Salinity,DO_mgL,DO_perc,pH,Temperature,Water_depth,Secchi_depth,Chl_a,DOC,TDN,TOC,TN,Ammonia,NO2NO3,Nitrite,Orthophosphate,Silicate,Notes
2022-07-11,8:09,RD6,A,0.5,60382,36.71,5.87,94.2,8.15,29.7,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-11,8:09,RD6,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-11,8:09,RD6,A,0.5,60278,36.61,5.92,95.6,8.19,29.6,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-11,8:09,RD6,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-12,10:28,BO,A,Surface,59295,36.01,6.17,100.7,7.96,29.5,0.45,0.2,47.82,785.4,64.2,1307.6,167,0.819,1.083,0.378,2.951,96.746,-
2022-07-12,10:28,BO,B,Surface,-,-,-,-,-,-,-,-,31.73,771,63.3,1252.5,162.4,0.869,1.101,0.346,3.023,96.755,-
2022-07-12,10:28,BO,A,0.45,59268,36,6.18,98.9,7.96,29.5,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-12,10:28,BO,B,0.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-12,8:40,C2,A,Surface,67861,40.64,2.7,45.2,7.66,31,1.3,1.2,6.59,644.5,60.6,733.8,77.5,0.82,0.126,0.105,0.038,140.361,-
2022-07-12,8:40,C2,B,Surface,-,-,-,-,-,-,-,-,7.73,657.4,60.1,719.6,74.7,0.777,0.129,0.098,0.005,139.808,-
2022-07-12,8:40,C2,A,0.5,67891,40.64,2.97,54.1,7.7,31,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-12,8:40,C2,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-12,8:40,C2,A,1,67897,40.64,2.98,54.1,7.72,31,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-12,8:40,C2,B,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-12,9:15,RD6,A,Surface,58379,35.35,5.83,92.4,7.89,29.6,0.7,0.6,3.85,131.1,10.1,144.1,21.8,1.017,0.161,0.087,0.448,5.907,-
2022-07-12,9:15,RD6,B,Surface,-,-,-,-,-,-,-,-,3.59,120.6,10.9,131.3,17.8,0.709,0.147,0.081,0.404,5.292,-
2022-07-12,9:15,RD6,A,0.5,58399,35.32,5.75,92,7.86,29.6,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-12,9:15,RD6,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-13,9:48,BO,A,Surface,57517,34.62,5.6,89.1,8.92,30,0.5,0.3,27.96,718.4,67.7,1359.2,177.3,0.493,0.153,0.119,1.009,75.691,-
2022-07-13,9:48,BO,B,Surface,-,-,-,-,-,-,-,-,28.26,711.8,69.4,1385.3,179.9,0.625,0.181,0.002,1.048,75.894,-
2022-07-13,9:48,BO,A,0.5,57160,34.38,5.69,92.3,8.94,29.9,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-13,9:48,BO,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-13,8:16,C2,A,Surface,70455,42.2,2.29,39.1,8.17,31.3,1.2,*1.2,8,653.4,62.5,810.9,93,1.679,0.192,0.029,0.079,142.958,* Secchi Disk visible on seafloor
2022-07-13,8:16,C2,B,Surface,-,-,-,-,-,-,-,-,8.85,635.3,61,755,87.9,1.677,0.27,0.031,0.061,142.918,-
2022-07-13,8:16,C2,A,0.5,70501,42.21,2.25,36.4,8.17,31.3,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-13,8:16,C2,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-13,8:16,C2,A,1,70498,42.22,1.71,29.3,8.17,31.3,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-13,8:16,C2,B,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-13,7:45,RD6,A,Surface,58775,36.44,6.1,95.2,8.22,28.5,0.7,0.6,5.82,147.8,17,202.7,28.5,1.199,0.273,0.165,0.567,0.126,-
2022-07-13,7:45,RD6,B,Surface,-,-,-,-,-,-,-,-,4.44,133.9,16,206.3,28.7,1.116,0.316,0.287,0.549,0.791,-
2022-07-13,7:45,RD6,A,0.5,58695,36.4,5.99,94.2,8.22,28.5,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-13,7:45,RD6,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-14,9:27,BO,A,Surface,51036,30.65,5.18,81.5,8.52,29.2,0.45,0.25,38.06,704.9,56,1379.4,173.7,1.004,0.125,0.066,1.625,65.923,-
2022-07-14,9:27,BO,B,Surface,-,-,-,-,-,-,-,-,37.69,700.1,57.5,1318.3,166.9,1.109,0.128,0.071,1.692,67.304,-
2022-07-14,9:27,BO,A,0.5,51080,30.66,5.44,83.6,8.53,29.2,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-14,9:27,BO,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-14,8:22,C2,A,Surface,70830,42.31,2.11,36.4,7.75,31.5,1.2,1.1,7.36,658.7,54.8,746.2,72.5,2.739,0.203,0.057,0.147,144.568,-
2022-07-14,8:22,C2,B,Surface,-,-,-,-,-,-,-,-,7,650.1,57.6,781.5,73.3,2.765,0.205,0.044,0.131,144.004,-
2022-07-14,8:22,C2,A,0.5,70884,42.33,2.02,35.4,7.75,31.5,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-14,8:22,C2,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-14,8:22,C2,A,1,70880,42.34,2.01,34.9,7.75,31.5,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-14,8:22,C2,B,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-14,7:52,RD6,A,Surface,58081,36.41,6.46,100.8,7.79,27.8,0.6,0.5,4.79,98.2,16.3,147.4,41.4,1.926,0.125,0.076,0.352,0.042,-
2022-07-14,7:52,RD6,B,Surface,-,-,-,-,-,-,-,-,4.4,100.6,9.7,205.2,15.7,1.819,0.137,0.028,0.317,0.259,-
2022-07-14,7:52,RD6,A,0.5,57930,36.35,6.48,101.9,7.8,27.8,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-14,7:52,RD6,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-15,10:15,BO,A,Surface,41687,24.99,7.65,112.6,8.96,28.1,0.4,0.25,59.38,687.5,65.9,1409.4,211.6,0.704,6.703,0.174,0.562,74.638,-
2022-07-15,10:15,BO,B,Surface,-,-,-,-,-,-,-,-,59.74,710.5,67.4,1576.8,211,0.68,6.648,0.166,0.573,71.06,-
2022-07-15,10:15,BO,A,0.5,41636,24.94,7.58,114.3,8.94,28.1,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-15,10:15,BO,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-15,8:44,C2,A,Surface,68742,41.06,2.42,41.4,8.04,31.3,1.3,*1.3,9.69,652.3,60.4,729,69,1.636,0.167,0.007,0.125,147.509,-
2022-07-15,8:44,C2,B,Surface,-,-,-,-,-,-,-,-,8.7,643.5,55,748.4,70.8,1.778,0.272,0.215,0.115,147.587,-
2022-07-15,8:44,C2,A,0.5,68766,41.07,2.01,39.1,8.03,31.3,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-15,8:44,C2,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-15,8:44,C2,A,1,68771,41.07,1.9,32.2,8.03,31.3,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-15,8:44,C2,B,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-15,8:08,RD6,A,Surface,55886,35.25,5.95,91.5,8.08,27.3,0.6,0.4,5.17,128,10.1,282.3,17.3,2.347,0.197,0.151,0.436,2.607,-
2022-07-15,8:08,RD6,B,Surface,-,-,-,-,-,-,-,-,5.47,130.7,9.5,176.7,16.8,2.124,0.147,0.134,0.42,2.28,-
2022-07-15,8:08,RD6,A,0.5,55847,35.25,5.95,91.5,8.08,27.3,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-15,8:08,RD6,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-16,10:00,BO,A,Surface,39993,23.95,9.44,137.3,8.87,27.9,0.4,0.15,27.69,695.5,99.1,1458.8,266.8,1.7185,0.172,0.0495,0.09725,143.849,-
2022-07-16,10:00,BO,B,Surface,-,-,-,-,-,-,-,-,27.59,691,99.5,1462.4,264.5,1.74925,0.219,0.097,0.078,143.57925,-
2022-07-16,10:00,BO,A,0.5,40031,20.97,9.18,133.9,8.88,27.9,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-16,10:00,BO,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-16,8:53,C2,A,Surface,70401,42.57,1.57,26.8,7.81,30.8,1.3,1.3,4.97,597.1,53.8,631.2,67.6,0.755,2.016,0.18425,1.53675,78.2495,-
2022-07-16,8:53,C2,B,Surface,-,-,-,-,-,-,-,-,3.96,569.3,59.1,709.3,70.4,0.82075,2.0145,0.14625,1.584,77.75325,-
2022-07-16,8:53,C2,A,0.5,70429,42.58,1.65,27.9,7.83,30.8,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-16,8:53,C2,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-16,8:53,C2,A,1,70429,42.38,1.68,28,7.84,30.8,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-16,8:53,C2,B,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-16,8:17,RD6,A,Surface,56638,36.29,6.04,98.3,7.83,26.7,0.5,0.3,4.78,98.6,12.4,252.4,28.5,1.62225,0.189,0.11975,0.45075,2.1705,-
2022-07-16,8:17,RD6,B,Surface,-,-,-,-,-,-,-,-,2.6,117.7,12.4,236.4,27.6,1.442,0.18675,0.1325,0.4225,2.1555,-
2022-07-16,8:17,RD6,A,0.5,56601,36.25,6.45,98.6,7.83,26.7,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-16,8:17,RD6,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-17,10:03,BO,A,Surface,37011,21.9,9.22,125.9,8.3,28.1,0.4,0.2,35.69,711.1,120.7,1621.1,319,1.08,52.072,0.291,6.621,105.117,-
2022-07-17,10:03,BO,B,Surface,-,-,-,-,-,-,-,-,43.26,682.3,111.9,1581,307.8,1.125,52.332,0.343,6.881,105.524,-
2022-07-17,10:03,BO,A,0.5,36914,21.82,8.99,130.1,8.32,28.1,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-17,10:03,BO,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-17,8:30,C2,A,Surface,71543,43.14,3.07,52.3,7.82,31.1,1.4,1.1,10.01,653.9,58.4,735.1,75,1.133,0.175,0.175,0.056,148.32,-
2022-07-17,8:30,C2,B,Surface,-,-,-,-,-,-,-,-,9.97,653.9,59.9,733.1,76.4,1.134,0.15,0.15,0.039,146.967,-
2022-07-17,8:30,C2,A,0.5,71560,43.13,3.44,56.7,7.83,31.1,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-17,8:30,C2,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-17,8:30,C2,A,1,71567,43.13,3.33,52.3,7.83,31.1,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-17,8:30,C2,B,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-17,8:30,C2,A,1.4,71576,43.13,2.98,50.7,7.85,31.1,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-17,8:30,C2,B,1.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-17,7:54,RD6,A,Surface,57972,36.73,5.95,92.6,7.78,27.3,0.4,0.3,4.27,117.4,13.9,196.3,29.2,1.112,0.155,0.045,0.442,8.987,-
2022-07-17,7:54,RD6,B,Surface,-,-,-,-,-,-,-,-,5.23,117.7,13.2,195.5,25,1.022,0.16,0.035,0.517,8.696,-
2022-07-17,7:54,RD6,A,0.4,57952,31.71,5.99,92.7,7.79,27.3,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-17,7:54,RD6,B,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-18,9:57,BO,A,Surface,40780,23.87,9.07,132.9,9.18,29,0.4,0.2,105.34,1043.5,73.3,1888.2,309.6,0.698,0.124,0.095,3.428,70.961,-
2022-07-18,9:57,BO,B,Surface,-,-,-,-,-,-,-,-,87.45,1354.4,123.3,2265,316.1,0.686,0.212,0.035,3.504,70.874,-
2022-07-18,9:57,BO,A,0.4,41058,24.1,8.63,130.1,9.19,29,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-18,9:57,BO,B,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-18,8:44,C2,A,Surface,71965,43.2,2.82,48.4,7.99,31.3,1.3,1.2,12.93,650.1,63.8,795.2,86.3,1.206,0.162,0.136,0.03,149.11,-
2022-07-18,8:44,C2,B,Surface,-,-,-,-,-,-,-,-,12.08,658,61.7,780.9,82.3,1.189,0.17,0.153,0.017,149.368,-
2022-07-18,8:44,C2,A,0.5,71983,43.2,3.14,53.4,7.93,31.3,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-18,8:44,C2,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-18,8:44,C2,A,1,71995,43.21,3.2,52.4,7.95,31.3,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-18,8:44,C2,B,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-18,8:44,C2,A,1.2,71992,43.21,3.06,47.5,7.94,31.3,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-18,8:44,C2,B,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-18,8:02,RD6,A,Surface,58934,36.79,5.82,90.6,7.6,28.1,0.5,0.3,5.97,227.4,14.8,533.9,27.5,1.664,0.242,0.224,0.601,15.391,-
2022-07-18,8:02,RD6,B,Surface,-,-,-,-,-,-,-,-,5.57,171.3,17.3,649.1,23.3,1.478,0.229,0.075,0.56,13.745,-
2022-07-18,8:02,RD6,A,0.5,58970,36.79,5.8,92.6,7.7,28.2,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-18,8:02,RD6,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-19,9:42,BO,A,Surface,34111,20.06,8.15,118.2,8.97,28.1,0.5,0.2,81.08,495,68.2,1681.9,281.6,0.512,33.176,0.168,9.182,91.448,-
2022-07-19,9:42,BO,B,Surface,-,-,-,-,-,-,-,-,87.44,629.6,87.1,1443.9,243.4,0.528,33.551,0.17,9.297,93.698,-
2022-07-19,9:42,BO,A,0.5,34145,20.06,7.76,112.3,9,28.1,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-19,9:42,BO,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-19,8:30,C2,A,Surface,72077,43.28,3.24,56.4,7.68,31.3,1.2,*1.2,11.48,681.7,52.3,794,74.1,1.367,0.186,0.128,0.101,149.417,* Secchi Disk visible on seafloor
2022-07-19,8:30,C2,B,Surface,-,-,-,-,-,-,-,-,11.11,605.8,58.4,692,62.8,1.279,0.186,0.122,0.065,149.95,-
2022-07-19,8:30,C2,A,0.5,72056,43.27,2.61,44.6,7.7,31.3,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-19,8:30,C2,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-19,8:30,C2,A,1,72084,43.27,2.78,47.7,7.7,31.3,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-19,8:30,C2,B,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-19,8:30,C2,A,1.2,72102,43.27,2.04,35.9,7.82,31.4,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-19,8:30,C2,B,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-19,7:54,RD6,A,Surface,59178,36.85,5.81,91.4,7.63,28.3,0.4,0.3,7.31,94.1,9.5,171,18.2,1.476,0.174,0.034,0.205,13.384,-
2022-07-19,7:54,RD6,B,Surface,-,-,-,-,-,-,-,-,7.44,98,10.9,149.7,17,1.416,0.131,0.088,0.546,13.164,-
2022-07-19,7:54,RD6,A,0.5,59177,36.83,5.79,91.7,7.63,28.3,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-07-19,7:54,RD6,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-08-09,11:00,BO,A,Surface,60985,37.06,5.46,87.3,8.58,29.6,0.7,0.3,29.38,643.4,49.8,1087.1,75.6,1.3,0.18,0.161,4.912,75.525,-
2022-08-09,11:00,BO,B,Surface,-,-,-,-,-,-,-,-,27.6,568.4,54.6,776.8,111.1,1.284,0.16,0.16,4.984,74.975,-
2022-08-09,11:00,BO,A,0.5,62664,38.65,4.36,71.9,8.53,29.8,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-08-09,11:00,BO,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-08-09,9:37,C2,A,Surface,74878,45.55,3.45,59.6,8.06,31,1.4,1,12.28,610.5,56.2,690.7,60.3,1.3,0.147,0.136,0.063,158.379,-
2022-08-09,9:37,C2,B,Surface,-,-,-,-,-,-,-,-,12.29,685.6,54.9,709.4,63,1.36,0.138,0.131,0.045,158.912,-
2022-08-09,9:37,C2,A,0.5,74922,45.55,3.43,59.2,8.06,31,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-08-09,9:37,C2,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-08-09,9:37,C2,A,1,74930,45.55,3.36,58.2,8.07,31,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-08-09,9:37,C2,B,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-08-09,9:37,C2,A,1.4,74935,45.54,3.82,56.5,8.05,31,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-08-09,9:37,C2,B,1.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-08-09,9:08,RD6,A,Surface,61618,37.25,5.56,91.5,8.07,29.9,0.5,*.5,3.6,95.7,10,124.8,15,1.218,0.124,0.043,0.498,42.563,* Secchi Disk visible on seafloor
2022-08-09,9:08,RD6,B,Surface,-,-,-,-,-,-,-,-,2.92,94.6,10.5,129.4,14.1,1.168,0.146,0.142,0.543,42.35,-
2022-08-09,9:08,RD6,A,0.5,61647,37.25,5.72,92.6,8.04,30,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-08-09,9:08,RD6,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-09-13,10:31,BO,A,Surface,49656,28.73,6.27,97.7,8.35,30.8,0.7,0.3,18.29,512.4,49,906.1,117.4,1.542,6.868,0.193,4.928,153.617,-
2022-09-13,10:31,BO,B,Surface,-,-,-,-,-,-,-,-,20.06,523.8,55,848.2,113.8,1.966,6.695,0.179,4.907,151.813,-
2022-09-13,10:31,BO,A,0.7,50977,69.62,4.89,78.2,8.31,30.7,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-09-13,10:31,BO,B,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-09-13,11:30,C2,A,Surface,62400,37.29,5.72,93.9,8.15,30.6,1.6,1.5,12.22,530.2,55.7,615.7,70,6.913,1.474,0.327,0.405,120.831,Light Rain at Time of Sampling
2022-09-13,11:30,C2,B,Surface,-,-,-,-,-,-,-,-,13.33,513.1,55.8,543.8,63.2,7.104,1.493,0.306,0.403,120.101,-
2022-09-13,11:30,C2,A,0.5,62648,37.44,5.87,96.1,8.15,30.6,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-09-13,11:30,C2,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-09-13,11:30,C2,A,1,62660,37.44,5.95,97.6,8.15,30.6,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-09-13,11:30,C2,B,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-09-13,11:30,C2,A,1.6,62655,37.44,4.65,43.5,8.15,30.6,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-09-13,11:30,C2,B,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-09-13,12:57,RD6,A,Surface,60486,36.67,5.75,92.6,8.05,29.6,1.5,*1.5,2.56,94.1,8.7,124.7,16.1,1.438,0.061,0.031,0.394,23.262,* Secchi Disk visible on seafloor
2022-09-13,12:57,RD6,B,Surface,-,-,-,-,-,-,-,-,2.61,111.5,12,179.8,21.1,1.548,0.062,0.014,0.524,22.711,-
2022-09-13,12:57,RD6,A,0.5,60425,36.68,5.78,92.7,8.05,29.7,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-09-13,12:57,RD6,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-10-18,10:00,BO,A,Surface,43945,32.65,6.82,89.3,8.35,18.8,0.9,0.1,16.49,449.7,108.5,973.8,185.2,18.809,36.085,1.186,10.658,132.467,-
2022-10-18,10:00,BO,B,Surface,-,-,-,-,-,-,-,-,16.85,460.8,102.2,963.3,183.8,19.741,35.007,1.188,10.229,132.456,-
2022-10-18,10:00,BO,A,0.5,44046,32.72,6.66,87.2,8.35,18.9,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-10-18,10:00,BO,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-10-18,10:00,BO,A,0.9,44049,32.72,6.56,85.6,8.36,18.9,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-10-18,10:00,BO,B,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-10-18,11:00,C2,A,Surface,56396,36.9,2.14,34.3,7.94,25.7,1.7,*1.7,5.61,497.3,64.1,532.8,67,13.327,1.697,0.394,0.906,107.764,* Secchi Disk visible on seafloor
2022-10-18,11:00,C2,B,Surface,-,-,-,-,-,-,-,-,5.31,515.8,66.1,534.1,72,13.113,1.665,0.433,0.909,106.846,Light Rain at Time of Sampling
2022-10-18,11:00,C2,A,0.5,56420,36.91,2.25,34.8,7.95,25.7,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-10-18,11:00,C2,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-10-18,11:00,C2,A,1,56422,36.92,2.3,34.4,7.95,25.7,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-10-18,11:00,C2,B,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-10-18,11:00,C2,A,1.7,56444,36.91,2.14,32.3,7.95,25.7,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-10-18,11:00,C2,B,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-10-18,12:30,RD6,A,Surface,44709,30.02,7.13,98.4,8.02,23.3,0.6,0.5,7.38,164.6,18.7,204.5,27.5,2.5,0.532,0.056,0.859,21.279,-
2022-10-18,12:30,RD6,B,Surface,-,-,-,-,-,-,-,-,6.9,151.8,17.1,199.3,27.5,2.5,0.48,0.09,0.85,20.929,-
2022-10-18,12:30,RD6,A,0.5,44351,29.1,7.16,99.1,8.04,23.3,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-10-18,12:30,RD6,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-11-15,9:53,BO,A,Surface,39323,31.16,8.61,105.1,8.31,15.7,0.8,0.2,28.87,396.1,69.2,578.2,93.1,2.734,29.382,0.955,5.432,80.564,-
2022-11-15,9:53,BO,B,Surface,-,-,-,-,-,-,-,-,29.94,400.2,62,578.6,96.2,2.545,29.464,0.979,5.402,79.054,-
2022-11-15,9:53,BO,A,0.5,39356,31.18,8.49,103.1,8.31,15.7,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-11-15,9:53,BO,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-11-15,9:53,BO,A,0.8,39379,31.22,8.29,101.1,8.31,15.7,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-11-15,10:25,BO,B,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-11-15,10:25,C2,A,Surface,46408,34.3,4.75,62.1,8.02,19.3,1.6,*1.6,3.5,408.3,52.8,466.3,62.9,7.662,3.551,0.404,0.797,69.136,* Secchi Disk visible on seafloor
2022-11-15,10:25,C2,B,Surface,-,-,-,-,-,-,-,-,3.97,396.7,53.6,424.9,60.7,7.769,3.494,0.479,0.846,69.467,-
2022-11-15,10:25,C2,A,0.5,46396,34.3,4.68,61.6,8.02,19.3,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-11-15,10:25,C2,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-11-15,10:25,C2,A,1,46383,34.3,4.24,56.4,8.02,19.3,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-11-15,10:25,C2,B,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-11-15,10:25,C2,A,1.6,46373,34.3,4.26,56.4,8.02,19.3,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-11-15,10:25,C2,B,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-11-15,11:55,RD6,A,Surface,42146,31.31,7.79,100.5,8.08,18.7,0.4,0.3,6.89,161.2,17.6,204,24.8,2.955,0.484,0.117,0.751,18.066,-
2022-11-15,11:55,RD6,B,Surface,-,-,-,-,-,-,-,-,7.58,169.3,17.5,196.8,24.2,1.835,0.355,0.096,0.643,17.566,-
2022-11-15,11:55,RD6,A,0.5,42022,31.31,7.87,100.5,8.08,18.7,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-11-15,11:55,RD6,B,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-12-14,9:57,BO,A,Surface,44706,31.99,7.45,99.3,8.23,20.5,0.8,0.2,15.96,302.6,37,468.9,57.4,2.755,7.297,0.562,2.061,55.814,-
2022-12-14,9:57,BO,B,Surface,-,-,-,-,-,-,-,-,15.85,281.2,32.7,444.6,56.1,2.598,7.531,0.581,2.112,55.765,-
