yyyymmddhh,ABF,Dust,Smoke,SeaSalt,Total AOT
2022062100,0.08,0.02,0.02,0,0.13
2022062106,0.12,0.02,0.03,0,0.17
2022062112,0.13,0.01,0.03,0.01,0.19
2022062118,0.09,0.03,0.02,0.01,0.14
2022062200,0.07,0.05,0.02,0.02,0.15
2022062206,0.05,0.07,0.01,0.03,0.16
2022062212,0.06,0.08,0.01,0.03,0.19
2022062218,0.04,0.08,0.01,0.01,0.15
2022062300,0.04,0.08,0.01,0.01,0.14
2022062306,0.05,0.07,0.01,0.01,0.15
2022062312,0.07,0.06,0.02,0.01,0.16
2022062318,0.05,0.04,0.01,0.01,0.11
2022062400,0.05,0.04,0.02,0,0.1
2022062406,0.06,0.03,0.02,0.01,0.11
2022062412,0.08,0.03,0.02,0.01,0.13
2022062418,0.08,0.03,0.02,0.01,0.13
2022062500,0.06,0.02,0.02,0,0.11
2022062506,0.11,0.02,0.02,0.01,0.16
2022062512,0.1,0.02,0.02,0.01,0.15
2022062518,0.05,0.01,0.01,0,0.08
2022062600,0.04,0.01,0.01,0,0.07
2022062606,0.05,0.01,0.01,0.01,0.08
2022062612,0.06,0.01,0.01,0.01,0.09
2022062618,0.05,0.02,0.02,0.01,0.09
2022062700,0.05,0.02,0.02,0.01,0.09
2022062706,0.05,0.02,0.02,0.01,0.09
2022062712,0.07,0.02,0.02,0.01,0.11
2022062718,0.07,0.02,0.02,0.01,0.11
2022062800,0.11,0.02,0.02,0,0.15
2022062806,0.21,0.02,0.03,0.01,0.26
2022062812,0.22,0.02,0.04,0.01,0.28
2022062818,0.25,0.01,0.04,0.01,0.31
2022062900,0.24,0.01,0.04,0.01,0.3
2022062906,0.16,0.01,0.03,0.01,0.22
2022062912,0.17,0.01,0.03,0.01,0.22
2022062918,0.17,0.01,0.03,0,0.21
2022063000,0.13,0.01,0.02,0,0.17
2022063006,0.13,0.01,0.02,0.01,0.18
2022063012,0.12,0.01,0.02,0.02,0.17
2022063018,0.07,0.01,0.01,0.01,0.1
2022070100,0.08,0.01,0.01,0.01,0.11
2022070106,0.09,0.01,0.01,0.01,0.12
2022070112,0.11,0.01,0.02,0.01,0.14
2022070118,0.14,0.01,0.03,0.02,0.2
2022070200,0.12,0.02,0.02,0.02,0.17
2022070206,0.11,0.02,0.02,0.02,0.18
2022070212,0.1,0.02,0.02,0.02,0.17
2022070218,0.05,0.02,0.01,0.01,0.09
2022070300,0.04,0.02,0.01,0.01,0.09
2022070306,0.04,0.02,0.01,0.02,0.1
2022070312,0.05,0.03,0.01,0.02,0.1
2022070318,0.06,0.03,0.01,0.03,0.13
2022070400,0.04,0.03,0.01,0.02,0.11
2022070406,0.05,0.03,0.01,0.03,0.13
2022070412,0.07,0.04,0.01,0.04,0.16
2022070418,0.06,0.04,0.01,0.03,0.13
2022070500,0.05,0.04,0.01,0.02,0.11
2022070506,0.07,0.04,0.01,0.03,0.14
2022070512,0.07,0.04,0.01,0.03,0.16
2022070518,0.07,0.04,0.01,0.02,0.14
2022070600,0.04,0.04,0.01,0.02,0.11
2022070606,0.05,0.03,0.01,0.02,0.11
2022070612,0.04,0.03,0.01,0.02,0.1
2022070618,0.05,0.03,0.01,0.02,0.11
2022070700,0.03,0.03,0.01,0.01,0.08
2022070706,0.03,0.02,0.01,0.01,0.07
2022070712,0.03,0.02,0,0.01,0.07
2022070718,0.05,0.02,0.01,0.02,0.09
2022070800,0.04,0.02,0.01,0.01,0.08
2022070806,0.05,0.03,0.01,0.02,0.11
2022070812,0.05,0.03,0.01,0.02,0.1
2022070818,0.06,0.03,0.01,0.02,0.13
2022070900,0.04,0.03,0.01,0.01,0.09
2022070906,0.05,0.03,0.01,0.02,0.11
2022070912,0.05,0.04,0.01,0.02,0.12
2022070918,0.03,0.03,0.01,0.01,0.07
2022071000,0.02,0.02,0.01,0.01,0.05
2022071006,0.02,0.02,0.01,0.01,0.06
2022071012,0.03,0.02,0.01,0.01,0.07
2022071018,0.04,0.03,0.01,0.01,0.09
2022071100,0.03,0.02,0.01,0.01,0.07
2022071106,0.05,0.02,0.01,0.01,0.09
2022071112,0.08,0.02,0.01,0.01,0.13
2022071118,0.05,0.02,0.01,0.01,0.08
2022071200,0.04,0.02,0.01,0.01,0.08
2022071206,0.04,0.01,0.01,0.01,0.07
2022071212,0.05,0.01,0.01,0.01,0.08
2022071218,0.09,0.05,0.03,0.02,0.18
2022071300,0.07,0.04,0.03,0.01,0.16
2022071306,0.06,0.05,0.03,0.01,0.15
2022071312,0.1,0.06,0.03,0.03,0.21
2022071318,0.08,0.05,0.02,0.02,0.17
2022071400,0.06,0.04,0.02,0.01,0.14
2022071406,0.06,0.04,0.02,0.02,0.13
2022071412,0.08,0.04,0.02,0.03,0.16
2022071418,0.08,0.04,0.02,0.03,0.17
2022071500,0.09,0.04,0.02,0.02,0.16
2022071506,0.09,0.04,0.02,0.02,0.17
2022071512,0.1,0.05,0.02,0.02,0.2
2022071518,0.14,0.08,0.02,0.04,0.28
2022071600,0.12,0.14,0.02,0.03,0.31
2022071606,0.13,0.17,0.02,0.04,0.36
2022071612,0.14,0.18,0.02,0.04,0.38
2022071618,0.07,0.12,0.02,0.02,0.23
2022071700,0.06,0.14,0.02,0.01,0.23
2022071706,0.07,0.14,0.01,0.01,0.24
2022071712,0.08,0.15,0.02,0.02,0.25
2022071718,0.08,0.17,0.03,0.01,0.29
2022071800,0.07,0.15,0.03,0.01,0.26
2022071806,0.07,0.13,0.03,0.01,0.24
2022071812,0.06,0.1,0.03,0.01,0.2
2022071818,0.03,0.05,0.01,0,0.09
2022071900,0.03,0.04,0.01,0,0.08
2022071906,0.04,0.04,0.01,0.01,0.1
2022071912,0.05,0.04,0.01,0.01,0.11
2022071918,0.06,0.05,0.02,0.01,0.14
2022072000,0.06,0.05,0.02,0.02,0.15
2022072006,0.06,0.05,0.02,0.02,0.16
2022072012,0.06,0.05,0.02,0.03,0.15
2022072018,0.05,0.04,0.01,0.03,0.13
2022072100,0.04,0.05,0.01,0.03,0.13
2022072106,0.06,0.05,0.01,0.04,0.17
2022072112,0.08,0.06,0.02,0.04,0.2
2022072118,0.07,0.09,0.02,0.03,0.21
2022072200,0.05,0.08,0.01,0.02,0.16
2022072206,0.07,0.07,0.01,0.02,0.17
2022072212,0.07,0.07,0.01,0.02,0.17
2022072218,0.04,0.05,0.01,0.01,0.11
2022072300,0.04,0.05,0.01,0.01,0.1
2022072306,0.06,0.05,0.01,0.02,0.14
2022072312,0.06,0.05,0.01,0.02,0.14
2022072318,0.04,0.03,0.01,0.01,0.1
2022072400,0.03,0.03,0.01,0.01,0.09
2022072406,0.04,0.03,0.01,0.02,0.09
2022072412,0.04,0.02,0.01,0.02,0.1
2022072418,0.04,0.03,0.01,0.02,0.1
